Categoria,Marca,Modelo,Vers�o,Combust��vel,Etanol - Cidade,Etanol  - Estrada,Gasolina ou Diesel - Cidade,Gasolina ou Diesel - Estrada,El�trico - Cidade,El�trico - Estrada
Fora de Estrada Grande,JEEP,COMPASS,LONGIT 2.0T,G,,,8.5,10.8,,
Fora de Estrada Grande,JEEP,WRANGLER,UNL RUBI,G,,,7.2,7.5,,
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF AB,F,5.1,6.6,7.4,9.4,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV S,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SE,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SED,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV HSED,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV AB,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SV,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SE,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV HSE,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV AB,G,,,7.5,8.4,17.5,19
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSE XD,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSEXD 7L,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X 7L,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 90 D350,HSE,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 90 D350,HSE XD,D,,,9.1,10.6,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X,D,,,9.2,10.9,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X7L,D,,,9.2,10.9,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 LE,D,,,9.5,11.8,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 HSED,D,,,9.5,11.8,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE D,F,5.1,6.6,7.2,9.6,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SED7L,F,5.1,6.6,7.2,9.6,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV AB,G,,,8.3,9.3,20.6,24.1
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSED,G,,,8.3,9.3,20.6,24.1
Fora de Estrada Grande,Mercedes-Benz,G580 EQ,,E,,,,,25.8,20.6
Fora de Estrada Grande,Mercedes-Benz,AMG G63,MFKT,G,,,5.3,6,,
Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,,G,,,5.4,6.2,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,D,,,8.9,11.4,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,D,,,8.9,11.4,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,LEGEND,D,,,8.9,11.4,,
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND AT,D,,,9.3,10.5,,
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX PLATINUM AT,D,,,9.3,10.5,,
Minivan,CHEVROLET,SPIN,LT7,F,7.7,8.6,11,12.5,,
Minivan,CHEVROLET,SPIN,LT7,F,7.4,9.3,10.5,13.4,,
Minivan,CHEVROLET,SPIN,LTZ,F,7.4,9.3,10.5,13.4,,
Minivan,CHEVROLET,SPIN,PREMIER,F,7.4,9.3,10.5,13.4,,
Minivan,CHEVROLET,SPIN (MY26.5),LTZ,F,7.1,9.1,10.1,13.1,,
Minivan,CHEVROLET,SPIN (MY26.5),PREMIER,F,7.1,9.1,10.1,13.1,,
Comercial,BYD,ET3,---,E,,,,,30.7,26.3
Comercial,CHEVROLET,ONIX,LOG,F,9.6,11.9,13.8,16.9,,
Comercial,CITROEN,JUMPER,COMFORT,D,,,10.4,10.5,,
Comercial,CITROEN,JUMPER,MB16,D,,,10.4,10.5,,
Comercial,CITROEN,JUMPER,CARGOPK,D,,,10.8,10.4,,
Comercial,CITROEN,JUMPER,FURG PK,D,,,10.8,10.4,,
Comercial,CITROEN,JUMPER,VITRE,D,,,11,10.6,,
Comercial,CITROEN,JUMPY,CARGO,D,,,12.4,13.7,,
Comercial,CITROEN,JUMPY,VITRE,D,,,12.4,13.7,,
Comercial,CITROEN,E-JUMPY,CARGO,E,,,,,28.1,26.1
Comercial,FIAT,E-SCUDO,CARGO,E,,,,,28.1,26.1
Comercial,FIAT,FIORINO,ENDURANCE,F,8.7,9.6,12.4,13.6,,
Comercial,FIAT,SCUDO,CARGO TD,D,,,12.4,13.7,,
Comercial,FIAT,SCUDO,MULTI TD,D,,,12.4,13.7,,
Comercial,FIAT,DUCATO,MB COMFORT,D,,,10.4,10.5,,
Comercial,FIAT,DUCATO,MB LUXO 16,D,,,10.4,10.5,,
Comercial,FIAT,DUCATO,CARGO11.5M,D,,,10.8,10.4,,
Comercial,FIAT,DUCATO,MXCARGO13M,D,,,10.8,10.4,,
Comercial,FIAT,DUCATO,FURGAO 13M,D,,,10.8,10.4,,
Comercial,FIAT,DUCATO,MULTI 13M,D,,,11,10.6,,
Comercial,FARIZON,V6E,--,E,,,,,32.1,24.5
Comercial,FARIZON,SV,"AIR 11M3 / AIR PRO11M3 / 
LUX 11M3 / LUX PRO11M3",E,,,,,23.9,20.3
Comercial,FARIZON,SV,"AIR 8M3 / AIR PRO 8M3 / 
LUX 8M3 / LUX PRO 8M3",E,,,,,25.3,23.1
Comercial,FORD,E-Transit,F35MMAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,F35MAAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,F35LMAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,F35LAAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,F35EAAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,C35LBAB,E,,,,,23.9,16.5
Comercial,FORD,E-Transit,C35EBAB,E,,,,,23.9,16.5
Comercial,FORD,Transit,F35LAMA,D,,,9.8,9.7,,
Comercial,FORD,Transit,F35MMMA,D,,,9.8,9.7,,
Comercial,FORD,Transit,F35MAMA,D,,,9.8,9.7,,
Comercial,FORD,Transit,F38LAMA,D,,,9.8,9.7,,
Comercial,JAC,EJV5.5,CARGO,E,,,,,38,27.4
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,D,,,8.6,8.1,,
Comercial,Mercedes-Benz,320 ESPRINTER,F,E,,,,,21.1,16.3
Comercial,Mercedes-Benz,320 ESPRINTER,C,E,,,,,21.1,16.3
Comercial,PEUGEOT,E-EXPERT,CARGO,E,,,,,28.1,26.1
Comercial,PEUGEOT,EXPERT,CARGO,D,,,12.4,13.7,,
Comercial,PEUGEOT,EXPERT,VITRE,D,,,12.4,13.7,,
Comercial,PEUGEOT,PARTRAPID,BUSIPK,F,8.7,9.6,12.4,13.6,,
Comercial,PEUGEOT,BOXER,16L LUXO,D,,,10.4,10.5,,
Comercial,PEUGEOT,BOXER,COMFORT,D,,,10.4,10.5,,
Comercial,PEUGEOT,BOXER,CARGO PK,D,,,10.8,10.4,,
Comercial,PEUGEOT,BOXER,VIDRADA,D,,,11,10.6,,
Comercial,PEUGEOT,BOXER,FURGAOPK,D,,,10.8,10.4,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L1,D,,,10.1,10.3,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L2,D,,,10.1,10.3,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L3,D,,,10.1,10.3,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L1,D,,,9.7,9.6,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L2,D,,,9.7,9.6,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L3,D,,,9.7,9.6,,
Comercial,Renault,MASTER FUGÃO PRÓ,VITPRO3AC,D,,,9.7,9.6,,
Comercial,Renault,MASTER FUGÃO PRÓ,VITPROL3R,D,,,9.7,9.6,,
Comercial,Renault,MASTER BUS,MINIBUSL3,D,,,9.4,9.3,,
Comercial,Renault,MASTER CHASSIS CABINE,CHASSICAB,D,,,10.2,9.7,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL1R,D,,,10.1,10.3,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL2R,D,,,10.1,10.3,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL3R,D,,,10.1,10.3,,
Comercial,Renault,KANGOO,ADV16,F,7.6,8.1,11,11.7,,
Comercial,Renault,KANGOO,EX PRO,F,7.6,8.1,11,11.7,,
Comercial,Renault,KANGOO,SRT16,F,7.6,8.1,11,11.7,,
Comercial,Renault,KANGOO,ETECHL2,E,,,,,37.5,30.3
Comercial,Renault,E-KWID,CARGO,E,,,,,52.7,39.6
Comercial,TOYOTA,HIACE,MINIBUS AT DX,D,,,8.5,9.8,,
Picape Compacta,CHEVROLET,MONTANA,MT,F,8.4,9.7,12.3,13.7,,
Picape Compacta,CHEVROLET,MONTANA,LT,F,8.4,9.7,12.3,13.7,,
Picape Compacta,CHEVROLET,MONTANA,LTZ,F,7.5,9.7,11,13.5,,
Picape Compacta,CHEVROLET,MONTANA,PREMIER,F,7.5,9.7,11,13.5,,
Picape Compacta,CHEVROLET,MONTANA,RS,F,7.5,9.7,11,13.5,,
Picape Compacta,FIAT,STRADA,ENDURAN CS13,F,9.1,10.1,13,14.7,,
Picape Compacta,FIAT,STRADA,FREEDOM CS13,F,9.1,10.1,13,14.7,,
Picape Compacta,FIAT,STRADA,FREEDOM CD13,F,8.9,10.1,12.8,14.4,,
Picape Compacta,FIAT,STRADA,VOLCANO CD13,F,8.9,9.8,12.4,13.9,,
Picape Compacta,FIAT,STRADA,VOLCANO 13AT,F,8.9,9.7,12.6,13.5,,
Picape Compacta,FIAT,STRADA,RANCH T200AT,F,8.3,9.2,11.9,13.1,,
Picape Compacta,FIAT,STRADA,ULTRA T200AT,F,8.3,9.2,11.9,13.1,,
Picape Compacta,Renault,OROCH,Intense16M,F,7.6,8.1,11.3,11.7,,
Picape Compacta,Renault,OROCH,PRO 16,F,7.6,8.1,11.3,11.7,,
Picape Compacta,Volkswagen,SAVEIRO,"SAVEIRO CABINE SIMPLES 
ROBUST MF",F,7.7,8.8,11.2,12.9,,
Picape Compacta,Volkswagen,SAVEIRO,"CABINE SIMPLES 
TRENDLINE MF",F,7.7,8.8,11.2,12.9,,
Picape Compacta,Volkswagen,SAVEIRO,CABINE DUPLA ROBUST MF,F,7.9,8.7,11.3,12.4,,
Picape Compacta,Volkswagen,SAVEIRO,"CABINE DUPLA EXTREME 
MF",F,7.9,8.7,11.3,12.4,,
Picape,BYD,SHARK,GS DM,G,,,8.7,8.5,24.3,20.3
Picape,BYD,SHARK,GL DM,G,,,8.7,8.5,24.3,20.3
Picape,CHEVROLET,S10,WT Cabine Simples,D,,,10.3,11.3,,
Picape,CHEVROLET,S10,WT Cabine Chassis,D,,,10.3,11.3,,
Picape,CHEVROLET,S10,WT Cabine Duple,D,,,8.9,12,,
Picape,CHEVROLET,S10,LTZ Cabine Dupla,D,,,8.9,12,,
Picape,CHEVROLET,S10,"HIGH COUNTRY Cabine 
Dupla",D,,,8.9,12,,
Picape,CHEVROLET,S10,Z71 Cabine Dupla,D,,,8.4,11.1,,
Picape,CHEVROLET,S10,WT Cabine Dupla,D,,,10.2,11.4,,
Picape,CHEVROLET,S10 (MY26.5),"HIGH COUNTRY Cabine 
Dupla",D,,,8.8,11.9,,
Picape,CHEVROLET,S10 (MY26.5),LTZ Cabine Dupla,D,,,8.8,11.9,,
Picape,CHEVROLET,S10 (MY26.5),WT Cabine Duple,D,,,8.8,11.9,,
Picape,CHEVROLET,S10 (MY26.5),WT Cabine Simples,D,,,10.2,11.4,,
Picape,CHEVROLET,S10 (MY26.5),WT Cabine Chassis,D,,,10.2,11.4,,
Picape,CHEVROLET,SILVERADO,HIGH COUNTRY,G,,,6,7.2,,
Picape,FIAT,TITANO,ENDURANCE,D,,,10.5,10.5,,
Picape,FIAT,TITANO,VOLCANO,D,,,9.9,10.8,,
Picape,FIAT,TITANO,RANCH,D,,,9.9,10.8,,
Picape,FIAT,TORO,ENDUR T270 AT6,F,6.9,8,9.9,11.5,,
Picape,FIAT,TORO,FREED T270 AT6,F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,VOLC T270 AT6,F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,ULTRA T270 AT6,F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,RANCH AT9 4X4,D,,,10.5,13.6,,
Picape,FIAT,TORO,VOLC AT9 4X4,D,,,10.5,13.6,,
Picape,FIAT,TORO,ENDUR T270 AT (MY26),F,,,,,,
Picape,FIAT,TORO,FREED T270 AT (MY26),F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,VOLC T270 AT (MY26),F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,ULTRA T270 AT (MY26),F,6.5,7.8,9.4,10.8,,
Picape,FIAT,TORO,RANCH TD450 AT (MY26),D,,,10.5,13.6,,
Picape,FIAT,TORO,VOLC TD450 AT (MY26),D,,,10.5,13.6,,
Picape,FIAT,TORO,FREED TD450 AT (MY26),D,,,10.3,13.1,,
Picape,FORD,Nova Ranger 4x2,Black,D,,,10.2,12.1,,
Picape,FORD,Nova Ranger 4x4,XL,D,,,10.3,11.2,,
Picape,FORD,Nova Ranger 4x4,XLS,D,,,10.3,11.2,,
Picape,FORD,Nova Ranger 4x4,XLS,D,,,9.9,11.6,,
Picape,FORD,Nova Ranger 4x4,LTD,D,,,8.3,10.1,,
Picape,FORD,Nova Ranger 4x4,XLS,D,,,8.6,10.1,,
Picape,FORD,Nova Ranger 4x4,XLT,D,,,8.6,10.1,,
Picape,FORD,Nova Ranger 4x4,LTD+,D,,,8.6,10.1,,
Picape,FORD,Ranger Raptor,Raptor,G,,,6.7,7.4,,
Picape,FORD,Nova F150,Lariat Black,G,,,6.5,8.5,,
Picape,FORD,Nova F150,Lariat Chrome,G,,,6.5,8.5,,
Picape,FORD,Nova F150,Tremor,G,,,6,7.5,,
Picape,FORD,Maverick,Lariat,G,,,8.5,11.4,,
Picape,FORD,Maverick,Tremor,G,,,8.4,10.7,,
Picape,FOTON,TUNLAND,V7,D,,,8.7,9.9,,
Picape,FOTON,TUNLAND,V9,D,,,8.7,9.9,,
Picape,GWM,POER P30,EXC,D,,,9.4,10.4,,
Picape,GWM,POER P30,TRL,D,,,9.4,10.4,,
Picape,JAC,IEV330P,IEV330,E,,,,,29.2,25.1
Picape,JAC,HUNTER,HUNTER AT,D,,,9,10.2,,
Picape,JAC,HUNTER,HUNTER HD 4X4 AT,D,,,9,10.2,,
Picape,JAC,HUNTER,HUNTER HD AT,D,,,9,10.2,,
Picape,JAC,HUNTER,HUNTER HW AT,D,,,9,10.2,,
Picape,JEEP,GLADIATOR,RUBICON,G,,,6.3,7.1,,
Picape,Mitsubishi,Triton,GL AT2,D,,,10.2,12.3,,
Picape,Mitsubishi,Triton,GLS AT2,D,,,10.2,12.3,,
Picape,Mitsubishi,Triton,GL MT4,D,,,10.8,12.2,,
Picape,Mitsubishi,Triton,GL AT4,D,,,9.5,11.7,,
Picape,Mitsubishi,Triton,GLS AT4,D,,,9.5,11.7,,
Picape,Mitsubishi,Triton,HPE AT4,D,,,9.5,11.7,,
Picape,Mitsubishi,Triton,HPE-S AT4,D,,,9.5,11.7,,
Picape,Mitsubishi,Triton,KATANA AT4,D,,,9.5,11.7,,
Picape,Mitsubishi,L200 Triton Sport,GLS,D,,,9.3,10.3,,
Picape,Mitsubishi,L200 Triton Sport,OUTDOOR GLS,D,,,9.3,10.3,,
Picape,Mitsubishi,L200 Triton Sport,HPE,D,,,9.3,10.3,,
Picape,Mitsubishi,L200 Triton Sport,HPE-S,D,,,9.3,10.3,,
Picape,Nissan,Frontier,S MT X4,D,,,9.7,10.9,,
Picape,Nissan,Frontier,ATK X4,D,,,9.4,10.9,,
Picape,Nissan,Frontier,PRO4X,D,,,9.4,10.9,,
Picape,Nissan,Frontier,SE X4,D,,,9.4,10.9,,
Picape,Nissan,Frontier,PLT,D,,,9.4,11,,
Picape,Nissan,Frontier,XE X4,D,,,9.4,11,,
Picape,RAM,1500,LARAMIE,G,,,6,7,,
Picape,RAM,1500,LARAMIE NE,G,,,6,7,,
Picape,RAM,1500,REBEL,G,,,6,7,,
Picape,RAM,RAMPAGE,BIGHORN DS,D,,,10.6,13.3,,
Picape,RAM,RAMPAGE,LARAMIE DS,D,,,10.6,13.3,,
Picape,RAM,RAMPAGE,REBEL DS,D,,,10.6,13.3,,
Picape,RAM,RAMPAGE,REBEL AT GAS,G,,,8.2,9.8,,
Picape,RAM,RAMPAGE,LARAMIE GAS,G,,,8.2,9.8,,
Picape,RAM,RAMPAGE,RT GAS,G,,,7.7,9.9,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CHASSI MT,D,,,9.3,10.6,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CABINE SIMPLES MT,D,,,9.3,10.6,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,POWER PACK MT,D,,,9.7,11.2,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CHASSI AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CABINE SIMPLES AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,POWER PACK AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SR AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRV AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX AT,D,,,9.3,10,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX PLUS AT,D,,,9.3,10,,
Picape,Volkswagen,AMAROK,V6 COMFORT (MY26),D,,,8.1,9.4,,
Picape,Volkswagen,AMAROK,V6 HIGH (MY26),D,,,8.1,9.4,,
Picape,Volkswagen,AMAROK,V6 EXTREME (MY26),D,,,8.1,9.4,,
Esportivo,BMW,M3,Competition,G,,,7,9.3,,
Esportivo,BMW,M3,COMP TRACK,G,,,7,9.3,,
Esportivo,BMW,M2,Coupe,G,,,7.2,9.3,,
Esportivo,BMW,M2,Coupe Track,G,,,7.2,9.3,,
Esportivo,BMW,M2,CS,G,,,7.2,9.5,,
Esportivo,FERRARI,296,GTB,G,,,6.3,8.4,8.9,11.9
Esportivo,FERRARI,296,GTS,G,,,6,8,8.8,13.1
Esportivo,FERRARI,ROMA,SPIDER,G,,,6.7,8.7,,
Esportivo,FERRARI,PUROSANGUE,--,G,,,4.1,5.6,,
Esportivo,FERRARI,12 CILINDRI,--,G,,,4.8,6.7,,
Esportivo,FERRARI,12 CILINDRI,SPI,G,,,4.6,6.4,,
Esportivo,FORD,Mustang,GT AT,G,,,6.5,9,,
Esportivo,FORD,Mustang,GT MT,G,,,6.1,8.9,,
Esportivo,FORD,Mustang Dark Horse,Dark Horse,G,,,6.3,8.8,,
Esportivo,LAMBORGHINI,REVUELTO,--,G,,,3.7,6.4,4.4,11.4
Esportivo,MCLAREN,ARTURA,--,G,,,6.5,8.5,12.3,16.9
Esportivo,MCLAREN,ARTURA,SPIDER,G,,,6.5,8.5,12.3,16.9
Esportivo,MCLAREN,750S,COUPE,G,,,5.9,7.4,,
Esportivo,MCLAREN,750S,SPIDER,G,,,5.9,7.4,,
Esportivo,Mercedes-Benz,AMG GT63S EP,2P,G,,,6.4,7.6,5.6,7.4
Esportivo,Mercedes-Benz,AMG GT63S EP,,G,,,6.4,7.5,9.8,11.1
Esportivo,Mercedes-Benz,AMG GT63S EP,2P,G,,,6.4,7.6,11.5,11.4
Esportivo,Mercedes-Benz,AMG SL63S EP,,G,,,6.2,7.4,7.8,10.8
Esportivo,Mercedes-Benz,AMG SL63S EP,,G,,,8.8,11.1,5.3,7.1
Esportivo,MG,CYBERSTER,77 KWH AWD,E,,,,,38.9,33.9
Esportivo,PORSCHE,911,CARRERA S,G,,,7.3,8.9,,
Esportivo,PORSCHE,911,CARRERA SC,G,,,7.3,8.9,,
Esportivo,PORSCHE,911,CARRERA GTS,G,,,6.8,8.6,,
Esportivo,PORSCHE,911,CARRERA GTS CA,G,,,6.9,8.7,,
Esportivo,PORSCHE,911,GT3 MANUAL,G,,,5.2,6.9,,
Esportivo,PORSCHE,911,GT3 TOURMT,G,,,5.2,6.9,,
Esportivo,PORSCHE,911,GT3,G,,,5.6,6.8,,
Esportivo,PORSCHE,911,GT3 TOURING,G,,,5.6,6.8,,
Esportivo,PORSCHE,911,CARRERA,G,,,7,9.6,,
Esportivo,PORSCHE,911,CARRERA C,G,,,7,9.6,,
Esportivo,PORSCHE,911,CAR T MT,G,,,6.9,9.4,,
Esportivo,PORSCHE,911,CAR T MT 2,G,,,6.9,9.4,,
Esportivo,PORSCHE,911,CAR T MT,G,,,6.9,9.4,,
Esportivo,PORSCHE,911,CAR T MT 2,G,,,6.9,9.4,,
Esportivo,PORSCHE,911,CAR T MTCA,G,,,6.9,9.4,,
Esportivo,PORSCHE,911,SPIRIT 70,G,,,7.2,9.2,,
Esportivo,PORSCHE,911,CAR T MTCA,G,,,6.9,9.4,,
Esportivo,PORSCHE,BOXSTER,GTS4.0,G,,,7.1,8.9,,
Esportivo,PORSCHE,BOXSTER,25 ANOS,G,,,7.1,8.9,,
Esportivo,PORSCHE,CAYMAN,GTS 4.0,G,,,7.1,8.9,,
Esportivo,PORSCHE,PANAMERA,TPHEV,G,,,7,8.7,20.1,22.5
Esportivo,PORSCHE,PANAMERA,TSEHY,G,,,6.9,8.6,20.1,22.2
Esportivo,PORSCHE,PANAMERA,4EHYB,G,,,8,9.2,22,23.3
Esportivo,PORSCHE,PANAMERA,4SEHY,G,,,8.1,9.4,21,23.1
Esportivo,PORSCHE,TAYCAN,TURBO S,E,,,,,30.7,30.2
Esportivo,PORSCHE,TAYCAN,L,E,,,,,33.7,32
Esportivo,PORSCHE,TAYCAN,4,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,4S,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,4S CT,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,4CT,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,4GTS,E,,,,,30.8,29.9
Esportivo,PORSCHE,TAYCAN,TURBOCT,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,TURBO,E,,,,,30,28.5
Esportivo,PORSCHE,TAYCAN,TURBOGT,E,,,,,33.7,29.7
Esportivo,PORSCHE,TAYCAN,_,E,,,,,32.6,31.5
