Categoria,Marca,Modelo,Vers�o,Combust��vel,Etanol - Cidade,Etanol  - Estrada,Gasolina ou Diesel - Cidade,Gasolina ou Diesel - Estrada,El�trico - Cidade,El�trico - Estrada
Extra Grande,Mercedes-Benz,EQS 450 4M,,G,,,12,14,,
Extra Grande,Mercedes-Benz,AMG S63 EP,,G,,,8.4,9.8,,
Extra Grande,Mercedes-Benz,GLS 450 4M,,G,,,7.5,9,,
Extra Grande,Mercedes-Benz,GLS 450 4M,AMG L,G,,,11.6,10.4,27.7,25.2
Extra Grande,Mitsubishi,Outlander,HPE-S E,G,,,11.6,10.4,27.7,25.2
Extra Grande,Mitsubishi,Outlander,SIGNATURE E,G,,,11.6,10.4,27.7,25.2
Extra Grande,NISSAN,Ariya,ENG 2WD,E,,,,,41.8,36
Extra Grande,NISSAN,Ariya,ENG AWD,E,,,,,38.9,34.4
Extra Grande,NISSAN,Ariya,PLT AWD / ENGPL AWD,E,,,,,34.4,32.2
Extra Grande,PORSCHE,MACAN,GTS,G,,,6.8,8.4,,
Extra Grande,PORSCHE,MACAN,S,G,,,7,8.4,,
Extra Grande,PORSCHE,MACAN,E4,E,,,,,36.5,31
Extra Grande,PORSCHE,MACAN,ETURBO,E,,,,,36.1,30.3
Extra Grande,PORSCHE,MACAN,E2,E,,,,,36.5,31
Extra Grande,PORSCHE,MACAN,E4S,E,,,,,36.2,30.4
Extra Grande,PORSCHE,MACAN,--,G,,,7.3,8.5,,
Extra Grande,PORSCHE,MACAN,T,G,,,7.3,8.5,,
Extra Grande,TOYOTA,RAV4,SX CONNECT,G,,,15.3,14.1,,
Extra Grande,TOYOTA,RAV4,S CONNECT,G,,,15.3,14.1,,
Extra Grande,Volkswagen,ID.BUZZ,PRO,E,,,,,32,25.7
Extra Grande,Volkswagen,TIGUAN,ALLSPACE RL,G,,,9.2,11.3,,
Extra Grande,ZEEKR,1,Flagship,E,,,,,34.1,30.1
Extra Grande,ZEEKR,1,Premium,E,,,,,34.1,30.1
Extra Grande,ZEEKR,7X,Flagship AWD,E,,,,,34.5,29
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,F,8.1,8.5,11.4,11.8,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO,F,6.5,8.4,10,12.1,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,F,6.5,8.4,10,12.1,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LT,F,8,9.8,11.6,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,MID,F,8,9.8,11.6,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,AT,F,8,9.8,11.6,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LTZ,F,8,9.8,11.6,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,RS,F,7.7,10,11.2,14.1,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,PREMIER,F,7.7,10,11.2,14.1,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),LT,F,8.1,9.9,11.5,13.8,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),LTZ,F,8.1,9.9,11.5,13.8,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),AT,F,8.1,9.9,11.5,13.8,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),LT,F,8.1,9.9,11.5,13.8,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),LTZ,F,8.1,9.9,11.5,13.8,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),RS,F,7.6,9.7,11,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),PREMIER,F,7.6,9.7,11,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),100 ANOS,F,7.6,9.7,11,13.7,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER (MY26),PREMIER,F,7.6,9.7,11,13.7,,
Utilitário Esportivo Compacto,CITROEN,BASALT,T200 1ST,F,8.4,9.6,12.1,13.7,,
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL 1.0,F,9.2,10.1,13.2,14.3,,
Utilitário Esportivo Compacto,CITROEN,BASALT,SHINE T200,F,8.4,9.6,12.1,13.7,,
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL T200,F,8.4,9.6,12.1,13.7,,
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.0,F,9.3,10.3,13.2,14.5,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE 1.0,F,9.3,10.3,13.2,14.5,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PK 1.0,F,9.3,10.3,13.2,14.5,,
Utilitário Esportivo Compacto,CITROEN,C3,YOU 1.0T CVT,F,8.1,8.9,11.5,12.9,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL 7,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL PK,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FLPK7,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH 7,F,7.9,9.1,11.2,13,,
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3AT,F,9,10.3,12.8,14.3,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,AUDACE HYB,F,8.9,9.8,12.6,13.9,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,IMPETUS HY,F,8.9,9.8,12.6,13.9,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,ABARTH 270,F,7.3,9.1,10.8,12.9,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,LIMITED ED,F,7.8,9.8,11.3,13.6,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,TURBO 200,F,8.5,10.1,12.1,14.3,,
Utilitário Esportivo Compacto,FIAT,PULSE,AUDACE HYB,F,9.3,10.2,13.4,14.4,,
Utilitário Esportivo Compacto,FIAT,PULSE,IMPETUS HYB,F,9.3,10.2,13.4,14.4,,
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE AT,F,8.9,10.5,13,14.7,,
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE TF 200,F,8.6,10,12.3,14.4,,
Utilitário Esportivo Compacto,FIAT,PULSE,ABARTH 270,F,7.2,8.8,10.5,12.2,,
Utilitário Esportivo Compacto,HONDA,WR-V,EX,F,8.2,8.9,12,12.8,,
Utilitário Esportivo Compacto,HONDA,WR-V,EXL,F,8.2,8.9,12,12.8,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort,F,8.4,9,12,12.7,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited,F,8.4,9,12,12.7,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum,F,8.4,9,12,12.7,,
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line,F,8.4,9,12,12.7,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Ultimate,G,,,11.9,13.5,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,SPT T270,F,7.8,8.9,11.1,12.4,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,LGTD T270,F,7.8,8.9,11.1,12.4,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 TURBO,F,7.8,8.9,11.1,12.4,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 T FLEX,F,7.8,8.9,11.1,12.4,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,SAHARA,F,7.8,8.9,11.1,12.4,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,SENSE,F,7.8,9.4,11.3,13.7,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,ADV,F,7.8,9.4,11.3,13.7,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,ACTIVE,F,7.8,9.4,11.3,13.7,,
Utilitário Esportivo Compacto,Nissan,Kicks,SENSE AT,F,8.3,9.9,11.7,14.3,,
Utilitário Esportivo Compacto,Nissan,Kicks,ADVANCE AT,F,8.3,9.9,11.7,14.3,,
Utilitário Esportivo Compacto,Nissan,Kicks,EXCLUSIV AT,F,8.3,9.9,11.7,14.3,,
Utilitário Esportivo Compacto,Nissan,Kicks,PLATINUM AT,F,8.3,9.9,11.7,14.3,,
Utilitário Esportivo Compacto,PEUGEOT,2008,GT T200,F,8.5,9.8,12,14.1,,
Utilitário Esportivo Compacto,PEUGEOT,2008,ACT T200,F,8.5,9.8,12,14.1,,
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLU T200,F,8.5,9.8,12,14.1,,
Utilitário Esportivo Compacto,Renault,KWID,ZEN,F,10.4,10.8,14.6,15.5,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE,F,10.4,10.8,14.6,15.5,,
Utilitário Esportivo Compacto,Renault,KWID,OUTSIDER,F,10.4,10.8,14.6,15.5,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE BITON,F,10.4,10.8,14.6,15.5,,
Utilitário Esportivo Compacto,Renault,KWID,ICONIC 2,F,10.4,10.8,14.6,15.5,,
Utilitário Esportivo Compacto,Renault,KWID,ZEN 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KWID,OUTSIDER 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE BITON 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KWID,ICONIC 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KWID,LIFE 2,F,10.4,10.7,14.4,15.4,,
Utilitário Esportivo Compacto,Renault,KARDIAN,PREM AT,F,8.8,9.8,12.2,13.8,,
Utilitário Esportivo Compacto,Renault,KARDIAN,TECH AT,F,8.8,9.8,12.2,13.8,,
Utilitário Esportivo Compacto,Renault,KARDIAN,EVO AT,F,8.8,9.8,12.2,13.8,,
Utilitário Esportivo Compacto,Renault,KARDIAN,EVO MT,F,8.6,10.2,12.4,14.8,,
Utilitário Esportivo Compacto,Volkswagen,T CROSS,"HIGHLINE 250TSI 
AUTOMÁTICO",F,8.2,9.9,11.8,14.2,,
Utilitário Esportivo Compacto,Volkswagen,T CROSS,"COMFORTLINE 200TSI 
AUTOMATICO",F,8.5,10.2,12.1,14.5,,
Utilitário Esportivo Compacto,Volkswagen,T CROSS,200TSI AUTOMATICO,F,8.5,10.2,12.1,14.5,,
Utilitário Esportivo Compacto,Volkswagen,T CROSS,"SENSE 200TSI 
AUTOMATICO",F,8.5,10.2,12.1,14.5,,
Utilitário Esportivo Compacto,Volkswagen,NIVUS,"HIGHLINE 200TSI 
AUTOMÁTICO",F,8.6,10.3,12.4,14.8,,
Utilitário Esportivo Compacto,Volkswagen,NIVUS,"COMFORTLINE 200TSI 
AUTOMÁTICO",F,8.6,10.3,12.4,14.8,,
Utilitário Esportivo Compacto,Volkswagen,TERA,COMFORT TSI,F,8.6,10.3,12.2,14.5,,
Utilitário Esportivo Compacto,Volkswagen,TERA,HIGH TSI,F,8.6,10.3,12.2,14.5,,
Utilitário Esportivo Compacto,Volkswagen,TERA,TSI,F,9,10.3,12.9,15,,
Utilitário Esportivo Compacto 4x4,VOLVO,EX30,C COUNTRY,E,,,,,37.3,33.4
Utilitário Esportivo Grande,BMW,X1,S20i GP,G,,,10.5,13.6,,
Utilitário Esportivo Grande,BMW,X1,S20i X Line,G,,,10.5,13.6,,
Utilitário Esportivo Grande,BMW,X1,S20i M Sport,G,,,10.3,13.3,,
Utilitário Esportivo Grande,BMW,X1,S20i X Line,G,,,10.3,13.5,,
Utilitário Esportivo Grande,BMW,X1,S20i X Line,G,,,10.3,13.5,,
Utilitário Esportivo Grande,BMW,X1,S20i M Sport,G,,,10.2,13.2,,
Utilitário Esportivo Grande,BMW,X1,S20i M Sport,G,,,10.2,13.2,,
Utilitário Esportivo Grande,BMW,X1,S20i GP,G,,,10.3,13.5,,
Utilitário Esportivo Grande,BMW,X1,S20i GP,G,,,10.3,13.5,,
Utilitário Esportivo Grande,BMW,X2,xDrive20i MSP,G,,,10,12.7,,
Utilitário Esportivo Grande,BMW,X2,xDrive20i MSP,G,,,9.9,13.1,,
Utilitário Esportivo Grande,BYD,YUAN PLUS,GL310 EV,E,,,,,39.8,33.1
Utilitário Esportivo Grande,BYD,YUAN PLUS,GS310 EV,E,,,,,39.8,33.1
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO HA,F,7.8,8.3,11.1,11.6,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,SPORT,F,6.4,8.3,10.1,12.3,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,16TA,G,,,10,12.5,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO 16TA,G,,,10.2,13,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,PHEV,G,,,11.8,11.3,33.6,27.7
Utilitário Esportivo Grande,GAC,GS4,ELITE,G,,,14.1,11.8,,
Utilitário Esportivo Grande,GAC,GS4,PREMIUM,G,,,14.1,11.8,,
Utilitário Esportivo Grande,GWM,WEY,7,G,,,10.8,9.1,25.9,22.8
Utilitário Esportivo Grande,GWM,HAVAL  H6,HEV,G,,,14.4,11.8,,
Utilitário Esportivo Grande,GWM,HAVAL  H6,PHEV,G,,,12.7,10.5,31.5,25.1
Utilitário Esportivo Grande,GWM,HAVAL  H6,PHEV 19,G,,,13.6,12.3,36.2,31.1
Utilitário Esportivo Grande,GWM,HAVAL  H6,GT,G,,,11.8,10.1,29.7,25.2
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV ONE (MY26),G,,,14.7,11.4,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV2 (MY26),G,,,14.7,11.4,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV19 (MY26),G,,,13.5,11.9,35.01,28.48
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV35 (MY26),G,,,12,10.9,29.33,25.32
Utilitário Esportivo Grande,GWM,HAVAL H6,GT (MY26),G,,,12.6,10.5,30.07,24.86
Utilitário Esportivo Grande,HONDA,CR-V,TOURING,G,,,14.1,11.8,,
Utilitário Esportivo Grande,JEEP,COMMANDER,"OVR T270 (""Mestre"")",F,7,8.3,9.9,11.4,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM T270,F,7,8.3,9.9,11.4,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LONGITUDE,F,7,8.3,9.9,11.4,,
Utilitário Esportivo Grande,JEEP,COMMANDER,FLEX,F,7,8.3,9.9,11.4,,
Utilitário Esportivo Grande,JEEP,COMMANDER,OVE 7 270 (MY26),F,6.9,8.3,10,11.5,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM 7 270 (MY26),F,6.9,8.3,10,11.5,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LON 7 270 (MY26),F,6.9,8.3,10,11.5,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LON 5 270 (MY26),F,7.2,8.4,10.2,11.5,,
Utilitário Esportivo Grande,JEEP,COMPASS,LIMITED T,F,7.3,8.6,10.1,12.1,,
Utilitário Esportivo Grande,JEEP,COMPASS,LONG T,F,7.3,8.6,10.1,12.1,,
Utilitário Esportivo Grande,JEEP,COMPASS,SERIE S T,F,7.3,8.6,10.1,12.1,,
Utilitário Esportivo Grande,JEEP,COMPASS,SPORT T,F,7.3,8.6,10.1,12.1,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EX,G,,,11.9,12.5,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV LX,G,,,11.9,12.5,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV SX,G,,,11.9,12.5,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV GT,G,,,11.9,12.5,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EXP,G,,,11.9,12.5,,
Utilitário Esportivo Grande,KIA,EV9 GTL,EV9 GTL 4WD,E,,,,,35.2,27.2
Utilitário Esportivo Grande,KIA,SPORTAGE (2026),TMHEV EX,G,,,12.5,13.2,,
Utilitário Esportivo Grande,KIA,SPORTAGE 2026),TMHEV  SX,G,,,12.5,13.2,,
Utilitário Esportivo Grande,KIA,SPORTAGE (2026),TMHEV GT,G,,,12.5,13.2,,
Utilitário Esportivo Grande,KIA,SPORTAGE (2026),TMHEV EXP,G,,,12.5,13.2,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE BLACK,G,,,10.3,11.3,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,RUSH,G,,,10.3,11.3,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,G,,,10.3,11.3,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,G,,,10.3,11.3,,
Utilitário Esportivo Grande,Renault,DUSTER,ICO,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,ICOP,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,INT,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,INTP,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,LIF,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,ZEN,F,7.5,8.3,10.8,11.4,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INT 16,F,7.6,8.4,11.2,12.3,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INTP MT,F,7.6,8.4,11.2,12.3,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ZEN 16,F,7.6,8.4,11.2,12.3,,
Utilitário Esportivo Grande,Renault,DUSTER,ICO TCE,F,7.5,8.6,10.9,12.3,,
Utilitário Esportivo Grande,Renault,DUSTER,ICOUT TCE,F,7.5,8.6,10.9,12.3,,
Utilitário Esportivo Grande,Renault,DUSTER,ZEN 13TCE,F,7.5,8.6,10.9,12.3,,
Utilitário Esportivo Grande,Renault,BOREAL,EVO,F,7.8,9.4,11.2,13.6,,
Utilitário Esportivo Grande,Renault,BOREAL,TECH,F,7.8,9.4,11.2,13.6,,
Utilitário Esportivo Grande,Renault,BOREAL,ICO,F,7.8,9.4,11.2,13.6,,
Utilitário Esportivo Grande,VOLVO,EX40,6 PLUS,E,,,,,39.4,34.3
Utilitário Esportivo Grande,VOLVO,EX40,6 ULTRA,E,,,,,39.4,34.3
Utilitário Esportivo Grande,VOLVO,EX40,6 CORE,E,,,,,39.4,34.3
Utilitário Esportivo Grande,Volkswagen,TAOS,"COMFORTLINE 250TSI 
AUTOMÁTICO",F,7.7,9.3,11.1,13.3,,
Utilitário Esportivo Grande,Volkswagen,TAOS,"HIGHLINE 250TSI 
AUTOMÁTICO",F,7.7,9.3,11.1,13.3,,
Utilitário Esportivo Grande,ZEEKR,X,Premium,E,,,,,39.5,34.7
Utilitário Esportivo Grande 4x4,BMW,X3,M50i,G,,,9.6,10.9,,
Utilitário Esportivo Grande 4x4,BMW,X3,30 XDRIVE,G,,,10.4,12.2,,
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive20i,G,,,9,10.8,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,G,,,9.2,9.9,22.8,23.4
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,G,,,9.2,9.9,22.8,23.4
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i MSP,G,,,9,10.1,,
Utilitário Esportivo Grande 4x4,BMW,X6,40I MSP DARK ED,G,,,9,10.1,,
Utilitário Esportivo Grande 4x4,BMW,X7,xDrive40i,G,,,8,8.7,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,,G,,,9.5,11.6,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,G,,,9.5,11.6,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,,D,,,8.4,10.6,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,,D,,,10.6,13,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,Coupé,D,,,10.6,13,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,Coupé,D,,,8.4,10.6,,
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,G,,,10.2,11.5,,
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S BLACK S-AWC,G,,,10.2,11.5,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S,G,,,6.1,7.9,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP,G,,,6.1,7.9,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GTP,G,,,5.9,8.2,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GTS CP,G,,,5.9,8.2,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,G,,,5.8,7.9,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S PHEV,G,,,7.8,8.4,20.6,20.4
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SCPHEV,G,,,7.8,8.4,20.6,20.4
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PHEV,G,,,7.7,8.1,20.2,18.7
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP PHE,G,,,7.7,8.1,20.2,18.7
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE,G,,,6.9,8.5,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,V6,G,,,6.9,8.5,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,T/TC PHEV,G,,,7.4,8.1,0,19.9
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 CORE,E,,,,,35.7,33
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 PLUS,E,,,,,35.7,33
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 ULTRA,E,,,,,35.7,33
Utilitário Esportivo Grande 4x4,VOLVO,EX40,PERF BLACK,E,,,,,35.7,33
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRESS,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTRA,G,,,9.5,9.4,24.4,22.5
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRESS,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTRA,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD PLUS,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULT,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULTD,G,,,9.4,9.3,24.1,21.9
Utilitário Esportivo Grande 4x4,VOLVO,EX90,PLUS TWIN,E,,,,,32.6,27.4
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULTRA TWIN,E,,,,,32.6,27.4
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULT TWIN PER,E,,,,,32.6,27.4
Utilitário Esportivo Grande 4x4,ZEEKR,X,Flagship,E,,,,,36.6,32.2
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T,F,6.3,7.4,9.2,10.1,,
Fora de Estrada Compacto,JEEP,RENEGADE,TRAIL 4x4,F,6.3,7.4,9.2,10.1,,
Fora de Estrada Compacto,JEEP,RENEGADE,WILLYS 4x4,F,6.3,7.4,9.2,10.1,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT,D,,,9.5,11.6,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HIGH COUNTRY,D,,,9.5,11.6,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER (MY26.5),HIGH COUNTRY,D,,,9.4,11.6,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER (MY26.5),LT,D,,,9.4,11.6,,
Fora de Estrada Grande,DENZA,B5,GS DM,G,,,8.4,7.9,23,20.4
Fora de Estrada Grande,FORD,Bronco Sport,Badlands,G,,,8.4,10.7,,
Fora de Estrada Grande,GWM,TANK 300,PHEV,G,,,7.5,7.7,18.4,18.7
Fora de Estrada Grande,GWM,HAVAL H9,EXC,D,,,9,10.3,,
Fora de Estrada Grande,JEEP,COMMANDER,BLACKHAWK,G,,,8,10.3,,
Fora de Estrada Grande,JEEP,COMMANDER,OVR T 2.0,G,,,8,10.3,,
Fora de Estrada Grande,JEEP,COMMANDER,OVR TD,D,,,10.3,13.4,,
Fora de Estrada Grande,JEEP,COMMANDER,BLA 2.0 G (MY26),G,,,8,10.3,,
Fora de Estrada Grande,JEEP,COMMANDER,OVE 2.0 G (MY26),G,,,8,10.3,,
Fora de Estrada Grande,JEEP,COMMANDER,OVE 2.2 D (MY26),D,,,10.3,13.4,,
Fora de Estrada Grande,JEEP,COMPASS,BLACKHAWK,G,,,8.5,10.8,,
Fora de Estrada Grande,JEEP,COMPASS,OVERLA 2.0T,G,,,8.5,10.8,,
